databaseId	name	imageUrl	cardBack	type	packName	deckbuilderQuantity	setUuid	numberInPack	encounterSet	unique	sphere	traits	keywords	cost	side	engagementCost	threat	willpower	attack	defense	hitPoints	questPoints	victoryPoints	cornerText	text	shadow	tags
998f6e45-b0d3-42c4-b5ba-fdf301401d90	Goblin Troop	998f6e45-b0d3-42c4-b5ba-fdf301401d90.jpg	encounter	Enemy	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	76	The Goblins			Goblin. Orc.				35	3		5	3	6				Cannot have attachments.While Goblin Troop is engaged with you, each other Goblin enemy engaged with you gets +1 [attack] and +1 [defense].		
e8db9cc7-d53f-4ce9-991d-31078b2d507a	Goblin Sniper	e8db9cc7-d53f-4ce9-991d-31078b2d507a.jpg	encounter	Enemy	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	77	The Goblins			Goblin. Orc.				48	2		2	0	2				During the encounter phase, players cannot optionally engage Goblin Sniper if there are other enemies in the staging area.Forced: If Goblin Sniper is in the staging area at the end of the combat phase, each player deals 1 point of damage to 1 character he controls.		
acd10bf3-4af4-41f0-888f-55eb777be3d8	Goblin Runners	acd10bf3-4af4-41f0-888f-55eb777be3d8.jpg	encounter	Enemy	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	78	The Goblins			Goblin. Orc.	Surge.			20	1		3	1	2						
b18b3bfa-4620-4c15-960f-5a3642ca9d5a	Goblintown Scavengers	b18b3bfa-4620-4c15-960f-5a3642ca9d5a.jpg	encounter	Enemy	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	79	The Goblins			Goblin. Orc.				12	1		1	0	3				When Revealed: Discard the top card of each player`s deck. Until the end of the phase, increase Goblintown Savengers` [threat] by the total printed cost of all cards discarded in this way.		
26e6135d-df1b-4221-ba45-a501858bafdf	Goblins are Upon You!	26e6135d-df1b-4221-ba45-a501858bafdf.jpg	encounter	Treachery	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	80	The Goblins																When Revealed: Each player must search the encounter deck and discard pile for a Goblin enemy and put it into play, engaged with him. Then, shuffle the encounter deck. (This effect cannot be canceled.)		
7b3e0874-fa4e-4ffb-8614-2bb088896d42	Eyes in the Dark	7b3e0874-fa4e-4ffb-8614-2bb088896d42.jpg	encounter	Treachery	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	81	The Goblins				Doomed 1.												When Revealed: Each player must choose: Either raise your threat by 1 for each questing character you control, or discard a questing character you control.		
737b346c-792e-48d2-b8da-5dae52ddc902	Goblin Chieftain	737b346c-792e-48d2-b8da-5dae52ddc902.jpg	encounter	Enemy	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	82	The Caves of Nibin-Dum	1		Goblin. Orc.				40	X		X	X	8				X is the stage number of the quest.Cannot take damage. Cannot have attachments.Forced: After Goblin Chieftain attacks, either remove X progress from the quest, or return it to the staging area.		
dee08f07-580d-4229-8e56-573ef9eed6b0	Cracked Pillar	dee08f07-580d-4229-8e56-573ef9eed6b0.jpg	encounter	Location	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	83	The Caves of Nibin-Dum	1		Underground.					2					2			While Cracked Pillar is in the staging area, it gains: `The first player may declare an attack against Cracked Pillar during the combat phase as if it was an enemy engaged with him. Use Cracked Pillar`s [threat] as its [defense] during this attack.`Travel: Remove 4 damage from Cracked Pillar to travel here.		
a0b5c990-9acd-499c-befe-9a55e347f075	Cave Torch	a0b5c990-9acd-499c-befe-9a55e347f075.jpg	encounter	Objective	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	84	The Caves of Nibin-Dum			Light.	Restricted.												Attach to a hero.Action: Exhause Cave Torch to place up to 3 progress tokens on a Dark location.Forced: After Cave Torch exhausts, discard the top card of the encounter deck. If that card is an enemy, add it to the staging area.		
dbf55659-b4ea-4a8a-82d1-20c0f2e4405e	Great Cave-troll	dbf55659-b4ea-4a8a-82d1-20c0f2e4405e.jpg	encounter	Enemy	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	85	The Caves of Nibin-Dum			Troll.				36	3		6	4	6				Cannot have attachments.For each point of excess combat damage dealt by Great Cave-troll (damage that is dealt beyond the remaining hit points of the character damaged by its attack) remove 1 progress from the current quest.		
8104e805-08e3-4379-acde-0a9cc96837fe	Cavern Warg	8104e805-08e3-4379-acde-0a9cc96837fe.jpg	encounter	Enemy	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	86	The Caves of Nibin-Dum			Creature. Warg.				33	2		3	2	3				Response: When Cavern Warg attacks you, exhaust Cave Torch to cancel the attack and return Cavern Warg to the staging area.		
2c21eeec-9aa4-4278-b050-f4297426f89a	Goblin Tunnels	2c21eeec-9aa4-4278-b050-f4297426f89a.jpg	encounter	Location	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	87	The Caves of Nibin-Dum			Underground. Dark.					2					7			While Goblin Tunnels is in the staging area, it gains: `Forced: After a Goblin is revealed from the encounter deck, remove a progress token from the current quest card.`		
35617e02-f4ad-4e6d-af45-9b5e0b7ce682	Lightless Passage	35617e02-f4ad-4e6d-af45-9b5e0b7ce682.jpg	encounter	Location	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	88	The Caves of Nibin-Dum			Underground. Dark.					4					4			Travel: Players must exhaust a Cave Torch to travel here.		
d4a5f505-6cc6-4669-b9b9-8f5ad2a6e5df	Branching Paths	d4a5f505-6cc6-4669-b9b9-8f5ad2a6e5df.jpg	encounter	Location	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	89	The Caves of Nibin-Dum			Underground. Dark.					1					3			While Branching Paths is in the staging area, each Dark location gets +1 [threat].Forced: After Branching Paths leaves play as an explored location, look at the top 3 cards of the encounter deck. Players must choose 1 of those to reveal and add to the staging area, moving the other 2 to the bottom of the deck.		
21d3d814-0fa5-41a3-b0d9-3ba5163374ed	Collapsed Mine	21d3d814-0fa5-41a3-b0d9-3ba5163374ed.jpg	encounter	Location	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	90	The Caves of Nibin-Dum			Underground. Dark.					2					6			While Collapsed Mine is in the staging area, no more than 4 progress can be placed on the quest each round.		
67ddffc2-652d-4892-97a6-fe2af59d4616	Goblin Dungeon	67ddffc2-652d-4892-97a6-fe2af59d4616.jpg	encounter	Location	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	91	The Caves of Nibin-Dum			Underground.					3					5			Travel: Reveal the top card of the encounter deck to travel here.Response: After Goblin Dungeon leaves play as an explored location, the first player searches the top 5 cards of his deck for an ally and puts it into play under his control. Shuffle the rest of the searched cards back into his deck.		
ffb334eb-991d-4615-93ce-b2215a02d74f	Crumbling Ruin	ffb334eb-991d-4615-93ce-b2215a02d74f.jpg	encounter	Treachery	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	92	The Caves of Nibin-Dum																When Revealed: Each player must exhaust a character and discard the top card of his deck, if able. If the printed cost of the discarded card is equal to or higher than the remaining hit points of the exhausted character, discard the exhausted character.		
2fb27cc8-c3f5-4172-8ff0-456907f9b111	Lost in the Dark	2fb27cc8-c3f5-4172-8ff0-456907f9b111.jpg	encounter	Treachery	Two-Player Limited Edition Starter	2	56cb034f-6678-48c8-b874-16692e38b8fc	93	The Caves of Nibin-Dum																When Revealed: The player who controls Cave Torch must choose: Either exhaust Cave Torch, or progress cannot be placed on the quest until the end of the phase. (Progress can still be placed on the active location.)		
5a5f72e8-0133-439f-b715-c7600b20fba9	Watchful Eyes	5a5f72e8-0133-439f-b715-c7600b20fba9.jpg	encounter	Treachery	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	94	The Caves of Nibin-Dum																When Revealed: The first player attaches Watchful Eyes to one of his heroes. (Counts as a Condition attachment with the text: `Limit 1 per hero. Forced: If attached hero is exhausted at the end of the combat phase, reveal 1 card from the encounter deck and add it to the staging area.`)		
4a6fe2e8-899b-4d4b-9b02-61516044fdc4	After the Raid	4a6fe2e8-899b-4d4b-9b02-61516044fdc4.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	95	The Oath					1	A										Setup: Search the encounter deck for 1 copy of The Eaves of Mirkwood and Goblin Troop. Add The Eaves of Mirkwood to the staging area and set Goblin Troop aside, out of play. Shuffle of the encounter deck.		
4a6fe2e8-899b-4d4b-9b02-61516044fdc4	After the Raid	4a6fe2e8-899b-4d4b-9b02-61516044fdc4.B.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	95	The Oath					1	B							9			Setup: Search the encounter deck for 1 copy of The Eaves of Mirkwood and Goblin Troop. Add The Eaves of Mirkwood to the staging area and set Goblin Troop aside, out of play. Shuffle of the encounter deck.		
ebfa8c86-1f8c-4c37-adf3-75dfb7b77cef	Mirkwood Forest	ebfa8c86-1f8c-4c37-adf3-75dfb7b77cef.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	96	The Oath					2	A												
ebfa8c86-1f8c-4c37-adf3-75dfb7b77cef	Mirkwood Forest	ebfa8c86-1f8c-4c37-adf3-75dfb7b77cef.B.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	96	The Oath					2	B							12			When Revealed: Each player searches the encounter deck and discard pile for a Forest location and adds it to the staging area. Shuffle the encounter deck. This stage cannot be defeated unless at least 1 copy of Goblin Trail is in the vitory display.		
9bb6a890-b9d3-4528-8049-8017d9a01c4c	The Rearguard	9bb6a890-b9d3-4528-8049-8017d9a01c4c.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	97	The Oath					3	A										When Revealed: The first player adds the set-aside Goblin Troop to the staging area. Each other player searches the encounter deck and discard pile for a Goblin enemy and adds it to the staging area.		
9bb6a890-b9d3-4528-8049-8017d9a01c4c	The Rearguard	9bb6a890-b9d3-4528-8049-8017d9a01c4c.B.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	97	The Oath					3	B							6			When Revealed: The first player adds the set-aside Goblin Troop to the staging area. Each other player searches the encounter deck and discard pile for a Goblin enemy and adds it to the staging area.This stage cannot be defeated while Goblin Troop is in play. When this stage is defeated, the heroes discover the trail to the Goblins` secret lair and the players win the game.		
9ebe2570-4478-45a4-af3b-5ba73a75cff9	The Dark of Nibin-Dûm	9ebe2570-4478-45a4-af3b-5ba73a75cff9.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	98	The Caves of Nibin-Dum					1	A										Setup: Search the encounter deck for Goblin Chieftain, Cracked Pillar, and Cave Torch. Set Goblin Chieftain and Cracked Pillar aside, out of play. The first player attached Cave Torch to one of his heroes. Shuffle the encounter deck.		
9ebe2570-4478-45a4-af3b-5ba73a75cff9	The Dark of Nibin-Dûm	9ebe2570-4478-45a4-af3b-5ba73a75cff9.B.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	98	The Caves of Nibin-Dum					1	B							8			Setup: Search the encounter deck for Goblin Chieftain, Cracked Pillar, and Cave Torch. Set Goblin Chieftain and Cracked Pillar aside, out of play. The first player attached Cave Torch to one of his heroes. Shuffle the encounter deck.When Revealed: Each player searches the encounter deck for a different location and adds it to the staging area. Shuffle the encounter deck.		
8b1a3e3e-903f-4c4d-acf4-c216c2116339	Surprise Attack	8b1a3e3e-903f-4c4d-acf4-c216c2116339.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	99	The Caves of Nibin-Dum					2	A										When Revealed: Add Goblin Chieftain to the staging area. Each player searches the encounter deck and discard pile for a different enemy of his choice and adds it to the staging area. Shuffle the encounter deck.		
8b1a3e3e-903f-4c4d-acf4-c216c2116339	Surprise Attack	8b1a3e3e-903f-4c4d-acf4-c216c2116339.B.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	99	The Caves of Nibin-Dum					2	B							0			When Revealed: Add Goblin Chieftain to the staging area. Each player searches the encounter deck and discard pile for a different enemy of his choice and adds it to the staging area. Shuffle the encounter deck.During the encounter phase, treat each enemy`s engagement cost as if it were 0.The stage gets +4 quest points for each enemy in play.		
09a5cf0c-153e-4fa8-9f42-0e13ea70eb11	The Chasm	09a5cf0c-153e-4fa8-9f42-0e13ea70eb11.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	100	The Caves of Nibin-Dum					3	A										When Revealed: Set Goblin Chieftain aside, out of play. Add Cracked Pillar to the staging area.		
09a5cf0c-153e-4fa8-9f42-0e13ea70eb11	The Chasm	09a5cf0c-153e-4fa8-9f42-0e13ea70eb11.B.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	100	The Caves of Nibin-Dum					3	B							-			When Revealed: Set Goblin Chieftain aside, out of play. Add Cracked Pillar to the staging area.Forced: Reveal an additional encounter card during the quest phase.Progress cannot be placed on Cracked Pillar while it is in the staging area.After Cracked Pillar leaves play as an explored location, advance to stage 4A.		
a589eabf-64a6-4400-aa3d-ad30b4f721c3	Oathkeepers	a589eabf-64a6-4400-aa3d-ad30b4f721c3.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	101	The Caves of Nibin-Dum					4	A										When Revealed: Add Goblin Chieftain to the staging area.		
a589eabf-64a6-4400-aa3d-ad30b4f721c3	Oathkeepers	a589eabf-64a6-4400-aa3d-ad30b4f721c3.B.jpg	multi_sided	Quest	Two-Player Limited Edition Starter	1	56cb034f-6678-48c8-b874-16692e38b8fc	101	The Caves of Nibin-Dum					4	B							8			When Revealed: Add Goblin Chieftain to the staging area.While there are at least 8 progress tokens on this stage, Goblin Chieftain loses the text: `Cannot take damage.`This stage cannot be defeated while Goblin Chieftain is in play. When this stage is defeated, the heroes rescue the captives, fulfilling their oaths, and the players win the game!		
4d976fdd-1a4b-429a-98ef-28c4695fa20d	Abandoned Camp	Abandoned-Camp.jpg	encounter	Location	Dark of Mirkwood	1	56cb034f-6678-48c8-b874-16692e38b8fc	15	The Oath			Forest.					2					3			Response: After the players travel to Abandoned Camp, the first player discards the top card of their deck, If that card is any ally, put it into play under their control.Travel: Discard the top card of the encounter deck. If that card is an enemy, add it to the staging area.		
e62c0943-c58d-4dc7-8948-adef14de0e9a	Wild Wargs	Wild-Wargs.jpg	encounter	Enemy	Dark of Mirkwood	1	56cb034f-6678-48c8-b874-16692e38b8fc	23	The Goblins			Creature. Warg.				28	2		2	1	3				Forced: After Wild Wargs engages you, discrad the top card of the encounter deck. If that card is a Goblin enemy, put it into play engaged with you.		
5eb195bb-390f-48be-97fa-0ec09d6c807b	Obsidian Arrows	Obsidian-Arrows.jpg	encounter	Treachery	Dark of Mirkwood	2	56cb034f-6678-48c8-b874-16692e38b8fc	26	The Goblins																When Revealed: Deal 2 damage to a character you control.	Shadow: Deal 1 damage to a character you control.	
c82f8ccc-d017-48ec-a611-49a77469d45d	Crumbling Stairs	Crumbling-Stairs.jpg	encounter	Location	Dark of Mirkwood	1	56cb034f-6678-48c8-b874-16692e38b8fc	37	The Caves of Nibin-Dum			Underground.					3					3			While Crumbling Stairs is in the staging area, progress cannot be placed on it. Forced: When Crumbling Stairs leaves play as an explored location, discard the top card of the encounter deck. If the discarded card is a location, put it into play as the active location.		
