databaseId	name	imageUrl	cardBack	type	packName	deckbuilderQuantity	setUuid	numberInPack	encounterSet	unique	sphere	traits	keywords	cost	side	engagementCost	threat	willpower	attack	defense	hitPoints	questPoints	victoryPoints	cornerText	text	shadow	tags
27cf96fb-60fe-4711-9fa9-a2c6fa723089	The Threat to Wilderland	27cf96fb-60fe-4711-9fa9-a2c6fa723089.jpg	encounter	Objective	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	172	The King's Quest	0	Burden	Doom.													Setup: Add The Threat to Wilderland to the staging area with X resources on it. X is the campaign card's part number. Forced: At the beginning of the quest phase, remove a resource from The Threat to Wilderland. Then, either raise each player's threat by 2 or all encounter cards are immune to player card effects until the end of the phase.		
6fc710f8-0b10-4756-b73c-718cb5e1a01b	Dagnir's Spawn	6fc710f8-0b10-4756-b73c-718cb5e1a01b.jpg	encounter	Enemy	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	173	The King's Quest	1	Burden	Dragon.				40	X		6	X	12		9		Cannot have non-Dragon attachments. X is the campaign card's part number. When Revealed: Each player may distribute X damage among characters they control. If they do, shuffle Dagnir's Spawn into the encounter deck.		
faf09fff-66b4-415d-a44d-6c20c5f916f9	Abandoned Ruin	faf09fff-66b4-415d-a44d-6c20c5f916f9.jpg	encounter	Location	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	174	The King's Quest	0	Burden	Underground. Dark.					6					9	1		Setup: Shuffle Abandoned Ruin into the Caves deck, if able. Otherwise, remove it from the game. Response: After Abandoned Ruin becomes the active location, look at 3 random undiscovered treasures and attach 1 of them to Abandoned Ruin as a guarded objective. When that treasure is free of encounters, the players claim it and attach it to an eligible character. Limit once per game for the group.		
11d63f9f-a9c6-4e05-9768-8cf2234c277d	The Withered Heath	11d63f9f-a9c6-4e05-9768-8cf2234c277d.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	175	The Withered Heath	0															You are playing campaign mode. Setup: A player may search their deck for a unique boon ally and add it to their hand. If “Melanwar has given you guidance on traversing Wilderland,” search the encounter deck for 2 non-unique locations and the Caves deck for 1 location and remove them from the game. If “Isolde is on the hunt,” search the encounter deck for 3 non-unique enemies and remove them from the game. Flip this card over.		
11d63f9f-a9c6-4e05-9768-8cf2234c277d	The Withered Heath	11d63f9f-a9c6-4e05-9768-8cf2234c277d.B.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	175	The Withered Heath	0															Forced: After a main quest stage is defeated, any player who does not control an Accolade boon may attach one of the following boons to one of their heroes and memorialize their valorous deeds, based on which quest stage was defeated: Stage 1: Attach Master of the Hunt to a hero. Stage 2: Attach Unbroken to a hero. Stage 3: Attach The Steadfast to a hero. Stage 4: Attach Dragon-slayer to a hero. Resolution: Add each Accolade boon in play to the campaign pool. Each player may choose one of the following boons and add it to the campaign pool: The Canny Huntsman, A Tale of Victories, Lay of Courage, Rhyme of the Slayer. If there are 4 Dragon Sign objectives in the victory display, the players also look at 3 random undiscovered treasures and choose 1 to attach to an eligible character. The players discover each treasure they control.		
1d109d1b-d1cb-48f0-8ff8-0413ac27048d	Master of the Hunt	1d109d1b-d1cb-48f0-8ff8-0413ac27048d.jpg	player	Attachment	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	176		1	Boon	Accolade. Title.	Permanent.	0											Setup: Attach to a hero. Attached hero gets +1 hit point. Response: After attached hero commits to the quest, choose a player to look at the top 3 cards of their deck. They put 1 of those cards on the top of their deck and put the rest on the bottom of their deck in any order.		
e347b2cf-e8c5-452a-bf59-7c411c8b430d	Unbroken	e347b2cf-e8c5-452a-bf59-7c411c8b430d.jpg	player	Attachment	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	177		1	Boon	Accolade. Title.	Permanent.	0											Setup: Attach to a hero. Attached hero gets +1 [defense]. Action: Discard a card from your hand to heal 1 damage from attached hero. This ability may be triggered by each player once each round.		
dbfe5919-9198-47a7-a268-52103803706d	The Steadfast	dbfe5919-9198-47a7-a268-52103803706d.jpg	player	Attachment	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	178		1	Boon	Accolade. Title.	Permanent.	0											Setup: Attach to a hero. Attached hero gets +1 [willpower]. Response: After attached hero commits to the quest, if your threat is 40 or higher, place 1 progress on the current quest.		
01730a17-412d-4e71-b581-7c0b5bf61b73	Dragon-slayer	01730a17-412d-4e71-b581-7c0b5bf61b73.jpg	player	Attachment	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	179		1	Boon	Accolade. Title.	Permanent.	0											Setup: Attach to a hero. Attached hero gets +1 [attack]. Response: After a non-unique enemy is added to the staging area, exhaust Dragon-slayer to engage that enemy. It makes an immediate attack against you.		
7b33ae83-cce7-464f-b1de-9401d721759a	The Canny Huntsman	7b33ae83-cce7-464f-b1de-9401d721759a.jpg	player	Event	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	180		0	Boon	Song.		1											Quest Action: Look at the top 5 cards of the encounter deck. Put any number of those cards on top of the encounter deck and the rest on the bottom in any order. The hero with Master of the Hunt attached gets +3 [willpower] until the end of the phase.		
c0b1bf2b-9857-4bbd-8b06-9c2844aba197	A Tale of Victories	c0b1bf2b-9857-4bbd-8b06-9c2844aba197.jpg	player	Event	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	181		0	Boon	Song.		1											Combat Action: Draw a card for each enemy engaged with you. Heal 3 damage from the hero with Unbroken attached. The next time that hero would be dealt damage this phase, cancel 3 of that damage.		
dc523160-c7a2-479b-ae87-2d98685279f8	Lay of Courage	dc523160-c7a2-479b-ae87-2d98685279f8.jpg	player	Event	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	182		0	Boon	Song.		1											Quest Response: Cancel the “when revealed” effects of a card that was just revealed from the encounter deck. Ready the hero with The Steadfast attached. Add Lay of Courage to the victory display.		
fdc9bf78-b37f-4eb7-90a8-dda85fccd57a	Rhyme of the Slayer	fdc9bf78-b37f-4eb7-90a8-dda85fccd57a.jpg	player	Event	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	183		0	Boon	Song.		1											Combat Action: Choose an enemy. That enemy gets –4 [attack] until the end of the phase. The hero with Dragon-slayer attached gets +4 [attack] while attacking that enemy this phase.		
9d60ffd4-34c2-42db-9fb7-474b1410d1aa	Roam Across Rhovanion	9d60ffd4-34c2-42db-9fb7-474b1410d1aa.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	184	Roam Across Rhovanion	0															You are playing campaign mode. Setup: A player may search their deck for a unique boon ally and add it to their hand. If “Melanwar has given you guidance on traversing Wilderland,” search the encounter deck for 3 non-unique enemies not named Grey Mountain Giant and remove them from the game. The first player may put their trust in Urdug by placing a resource on him (from the token pool). If they don't, shuffle a copy of the Urdug's Cunning burden into the encounter deck. Flip this card over.		
9d60ffd4-34c2-42db-9fb7-474b1410d1aa	Roam Across Rhovanion	9d60ffd4-34c2-42db-9fb7-474b1410d1aa.B.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	184	Roam Across Rhovanion	0															Forced: After the first player claims an objective, they may put their trust in Urdug by placing a resource on him (from the token pool). If they don't, shuffle a copy of the Urdug's Cunning burden into the encounter deck. Ignore the deep keyword. Urdug gets +1 [willpower], +1 [threat], +1 [attack], and +1 [defense] for each resource on him. Resolution: If there are 3 or more resources on Urdug, each player adds a copy of Misplaced Trust to the campaign pool (and their deck). Otherwise, each player adds a copy of Urdug's Cunning to the campaign pool. Each player chooses a location in the staging area and adds a copy of it to the campaign pool. Players must choose different locations, if able.		
8632aa75-b0f5-4c32-83b5-e8cb94fc1c63	Urdug's Cunning	8632aa75-b0f5-4c32-83b5-e8cb94fc1c63.jpg	encounter	Treachery	Ered Mithrin Campaign Expansion	4	6a123783-e0df-47cf-a2a8-9926dbef2832	185	Roam Across Rhovanion	0	Burden		Doomed 1. Surge.												When Revealed: Discard the top 5 cards of the encounter deck. For each enemy discarded this way, each player must deal 1 damage to a character they control.	Shadow: Attacking enemy gets +2 [defense] this phase.	
bd601645-139c-45d1-b40c-bf857ba697b3	Misplaced Trust	bd601645-139c-45d1-b40c-bf857ba697b3.jpg	player	Treachery	Ered Mithrin Campaign Expansion	4	6a123783-e0df-47cf-a2a8-9926dbef2832	186	Roam Across Rhovanion	0	Burden														Setup: Shuffle Misplaced Trust into your deck. (Do this after drawing your starting hand.) Forced: After you draw this card, attach it to a hero you control. (Counts as a Condition attachment with the text: “Attached character cannot have player card attachments and is immune to player card effects.”)		
497b0bd9-1b46-49d4-9722-930914d8a4d7	Fire in the Night	497b0bd9-1b46-49d4-9722-930914d8a4d7.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	187	Fire in the Night	0															You are playing campaign mode. Setup: The first player gains control of Beldis. If “Turayn has taken an oath of vigilance,” search the encounter deck for 3 non-unique locations and remove them from the game. If “Isolde is on the hunt,” search the encounter deck for 3 non-unique enemies and remove them from the game. Ignore the deep keyword. (Note: If you make 5 or more progress on the main quest, you will earn a treasure during quest resolution.)		
497b0bd9-1b46-49d4-9722-930914d8a4d7	Fire in the Night	497b0bd9-1b46-49d4-9722-930914d8a4d7.B.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	187	Fire in the Night	0															Resolution: While repairs begin on Hrogar's Hill, Beldis attends to the wounded heroes. If the heroes choose to accept her offer to join their quest, add Beldis to the campaign pool (any player may add her to their deck). Otherwise, mark in the campaign log that “Beldis's care has bolstered the heroes' spirits” (fear will have less of a hold on them). If there is at least 5 progress on Hrogar's Hill, the players look at 3 random undiscovered treasures and and choose 1 to attach to an eligible character. The players discover each treasure they control. Each player may remove a non-burden card from the campaign pool.		
1447ce7a-e236-4a45-ae9e-f7a319c9beda	Beldis	1447ce7a-e236-4a45-ae9e-f7a319c9beda.jpg	player	Ally	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	188		1	Boon	Woodsman. Healer.		1				2	1	1	3				Action: Spend 1 resource and mark a use in the campaign log to heal 3 damage from a character. Any player may trigger this ability. (Each player has 4 uses for the campaign.)		
280e4dce-aef9-4472-94a6-94b114be5a4e	The Ghost of Framsburg	280e4dce-aef9-4472-94a6-94b114be5a4e.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	189	The Ghost of Framsburg	0															You are playing campaign mode. Setup: Each player may change hero cards without incurring the +1 threat penalty. Shuffle Ashen Brazier, Gundabad Hunter, and Gundabad Stalker into the encounter deck. A player may search their deck for a unique boon ally and add it to their hand. If “Isolde is on the hunt,” search the encounter deck for 3 treacheries and remove them from the game. If “Beldis's care has bolstered the heroes' spirits,” search the encounter deck for 3 non-unique locations and remove them from the game. Flip this card.		
280e4dce-aef9-4472-94a6-94b114be5a4e	The Ghost of Framsburg	280e4dce-aef9-4472-94a6-94b114be5a4e.B.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	189	The Ghost of Framsburg	0															Ignore the deep keyword. Response: After Fram's Shade engages a player while the players are at stage 1B or 2B, look at 3 random undiscovered treasures and attach 1 of them to Fram's Shade as a guarded objective. When the treasure is free of encounters, the players claim it and attach it to an eligible character. (Group limit once per game.) Action: Raise each player's threat by 1 to shuffle the encounter discard pile into the encounter deck. (Any player may trigger this ability.) Resolution: The players discover each treasure they control. Add either Gundabad Hunter or Gundabad Stalker to the campaign pool. Shuffle the encounter discard pile into the encounter deck and discard cards from the top until 2 Hazard cards are discarded. The players, as a group, must choose 1 of those cards and add it to the campaign pool.		
0f090aac-e3e4-434d-a4d5-24ef9bffe27d	Ashen Brazier	0f090aac-e3e4-434d-a4d5-24ef9bffe27d.jpg	encounter	Objective	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	190	The Ghost of Framsburg	1	Boon	Artifact. Item.	Loot.												If unattached, the first player claims Ashen Brazier and attaches it to a hero they control. Action: Exhaust Ashen Brazier to look at a facedown shadow card.		
6d3c65f3-3063-403f-b7fd-83896d6a4aca	Gundabad Hunter	6d3c65f3-3063-403f-b7fd-83896d6a4aca.jpg	encounter	Enemy	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	191	The Ghost of Framsburg	0	Burden	Orc. Goblin. Hazard.				20	2		5	4	3				When Revealed: Choose a player that is engaged with a unique enemy, if able. Gundabad Hunter makes an immediate attack against that player.	Shadow: If attacking enemy is unique, it makes an additional attack after this one.	
4adc5abc-9037-4d10-ad86-ff1f7d036ffa	Gundabad Stalker	4adc5abc-9037-4d10-ad86-ff1f7d036ffa.jpg	encounter	Enemy	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	192	The Ghost of Framsburg	0	Burden	Orc. Goblin. Hazard.				40	4		3	2	5				Gundabad Stalker cannot be optionally engaged except by a player who is engaged with a unique enemy.	Shadow: If attacking enemy is unique, return it to the staging area after this attack.	
6d8f614d-ccd1-4416-aeee-6d30824cbbda	Mount Gundabad	6d8f614d-ccd1-4416-aeee-6d30824cbbda.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	193	Mount Gundabad	0															You are playing campaign mode. Setup: If there are 6 or more treasures recorded in the campaign log, shuffle Dragon-sickness into the encounter deck. A player may search their deck for a unique boon ally and add it to their hand. If “Melanwar has given you guidance on traversing Wilderland,” search the encounter deck for 2 non-unique locations and the Caves deck for 1 location and remove them from the game. If “Beldis's care has bolstered the heroes' spirits,” search the encounter deck for 3 treacheries and remove them from the game. Flip this card.		
6d8f614d-ccd1-4416-aeee-6d30824cbbda	Mount Gundabad	6d8f614d-ccd1-4416-aeee-6d30824cbbda.B.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	193	Mount Gundabad	0															Ignore the discover keyword. Unique locations cannot be discarded from play by encounter card effects. Resolution: The players may, as a group, look at 3 random undiscovered treasures and choose 1 to attach to an eligible character. The players discover each treasure they control. Remove A Growing Threat from the campaign pool. If there are 6 or more treasures recorded in the campaign log, add Dragon-sickness to the campaign pool.		
10d5626a-3feb-4b2d-bf25-04642cc80a87	Dragon-sickness	10d5626a-3feb-4b2d-bf25-04642cc80a87.jpg	encounter	Treachery	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	194	Mount Gundabad	0	Burden		Surge.												When Revealed: Attach to a character with 1 or more treasures attached, then attach all unguarded treasures in play to that character. (Counts as a Condition attachment with the text: “Forced: After attached character exhausts, raise your threat by 1 for each treasure attached to it.”)		
c31219da-1e72-4a0a-9ab0-117433a2c478	The Fate of Wilderland	c31219da-1e72-4a0a-9ab0-117433a2c478.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	195	The Fate of Wilderland	0															You are playing campaign mode. Setup: Each player may search their deck for a boon or treasure card and add it to their hand. If “Turayn has taken an oath of vigilance,” search the encounter deck for 3 non-unique enemies and remove them from the game. If “Beldis's care has bolstered the heroes' spirits,” search the encounter deck for 3 treacheries and remove them from the game. Ignore the deep and discover keywords.		
c31219da-1e72-4a0a-9ab0-117433a2c478	The Fate of Wilderland	c31219da-1e72-4a0a-9ab0-117433a2c478.B.jpg	multi_sided	Campaign	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	195	The Fate of Wilderland	0															Resolution: The players win the campaign!		
77d61f89-fa02-4eb0-887b-62072b413979	Anvil of Gundabad	77d61f89-fa02-4eb0-887b-62072b413979.jpg	player	Treasure	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	196	Journey Up the Anduin	1	Boon	Artifact. Item.		0											Attach to a character. Response: After you claim or play Anvil of Gundabad, search the top 5 cards of your deck for any number of Item attachments and add them to your hand. Shuffle your deck. Action: Exhaust Anvil of Gundabad and attached character to play an Item attachment from your hand, reducing its cost by 1.		
8a80874d-e169-4a46-9c4c-b991d7703b94	Axe of the Edain	8a80874d-e169-4a46-9c4c-b991d7703b94.jpg	player	Treasure	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	197	Journey Up the Anduin	1	Boon	Artifact. Item. Weapon.		0											Attach to a character. Restricted. Attached character gets +2 [attack]. Response: After you play Axe of the Edain, deal 2 damage to a non-unique enemy engaged with you.		
4906a4b0-ace6-4c1e-9315-fcc8c5fddfd7	Durin's Dagger	4906a4b0-ace6-4c1e-9315-fcc8c5fddfd7.jpg	player	Treasure	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	198	Journey Up the Anduin	1	Boon	Artifact. Item. Weapon.		1											Attach to a character. Attached character gets +1 [attack]. You may play Durin's Dagger from your discard pile.		
05e2a1d9-818d-4c0c-ae07-3c05cbbae95e	Dwarf-Lord's Crown	05e2a1d9-818d-4c0c-ae07-3c05cbbae95e.jpg	player	Treasure	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	199	Journey Up the Anduin	1	Boon	Artifact. Item.		2											Attach to a hero. Action: Exhaust Dwarf-Lord's Crown to give each ally that shares a Trait with attached hero +1 [willpower], +1 [attack], and +1 [defense] until the end of the phase.		
01183fdb-a118-4a28-b938-0e2676f80716	Glittering Lute	01183fdb-a118-4a28-b938-0e2676f80716.jpg	player	Treasure	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	200	Journey Up the Anduin	1	Boon	Artifact. Item.		0											Attach to a character. Restricted. Attached character gets +2 [willpower]. Response: After you play Glittering Lute, each player may discard a card from their hand. Each player who does so reduces their threat by 2.		
e921ca47-eeb2-4e5f-97ae-d4b22093acb9	Gondolin Shield	e921ca47-eeb2-4e5f-97ae-d4b22093acb9.jpg	player	Treasure	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	201	Journey Up the Anduin	1	Boon	Artifact. Item. Armor.		0											Attach to a character. Restricted. Attached character gets +1 [defense] and gains sentinel. Response: Exhaust Gondolin Shield and spend 1 resource to cancel a shadow effect just triggered during an attack that attached character is defending. Then, deal the attacking enemy another shadow card.		
fa152f5a-de4d-42e2-a949-e9fc4fde16aa	Helm of Heroes	fa152f5a-de4d-42e2-a949-e9fc4fde16aa.jpg	player	Treasure	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	202	Journey Up the Anduin	1	Boon	Artifact. Item. Armor.		0											Attach to a character. Restricted. Attached character gets +2 [defense]. Response: After attached character takes 1 or more damage from an enemy's attack, add 1 resource to any hero's resource pool.		
ee8d4a1a-6f19-4d00-a266-a4241e168cae	Jewels of Wilderland	ee8d4a1a-6f19-4d00-a266-a4241e168cae.jpg	player	Treasure	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	203	Journey Up the Anduin	1	Boon	Artifact. Item.		0											Attach to a character. Attached character gets +1 [willpower]. Action: Exhaust Jewels of Wilderland and discard a card from your hand to draw a card.		
213070d4-a652-40b9-ace9-7f81b2c93b86	Masterwork Bow	213070d4-a652-40b9-ace9-7f81b2c93b86.jpg	player	Treasure	Ered Mithrin Campaign Expansion	1	6a123783-e0df-47cf-a2a8-9926dbef2832	204	Journey Up the Anduin	1	Boon	Artifact. Item. Weapon.		0											Attach to a character. Restricted. Attached character gets +1 [attack] and gains ranged. Response: After attached character attacks and defeats an enemy, place 1 progress on a location in the staging area.		
